"Date","Afghanistan","Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahrain","Bangladesh","Belarus","Belgium","Benin","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Bulgaria","Cabo Verde","Cameroon","Canada","Central African Republic","Chad","Chile","China","Colombia","Congo (Brazzaville)","Congo (Kinshasa)","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Czechia","Denmark","Djibouti","Dominican Republic","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eswatini","Ethiopia","Finland","France","Gabon","Gambia","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hungary","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Japan","Jordan","Kazakhstan","Kenya","Korea, South","Kosovo","Kuwait","Kyrgyzstan","Latvia","Lebanon","Lesotho","Liberia","Libya","Lithuania","Luxembourg","Madagascar","Malawi","Malaysia","Maldives","Mali","Mauritania","Mexico","Moldova","Montenegro","Morocco","Mozambique","Namibia","Nepal","Netherlands","Nicaragua","Niger","Nigeria","North Macedonia","Norway","Oman","Pakistan","Panama","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Romania","Russia","Rwanda","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Sierra Leone","Singapore","Slovenia","Somalia","South Africa","South Sudan","Spain","Sudan","Suriname","Sweden","Switzerland","Syria","Tajikistan","Togo","Turkey","Uganda","Ukraine","United Arab Emirates","United Kingdom","Uruguay","US","Uzbekistan","Venezuela","West Bank and Gaza","Yemen","Zambia","Zimbabwe"
7.11.20,  248,   27,   92,   10,  503,  116,    4,    1,   85,   17,  458,   67,   35,    5,  631,   33,    0,11875,   37,    4,   46,  168,    6,    0, 1193,    0, 1785,   10,   19,   12,   14,   11,    1,    3,    4,    2,  133,  504,  816,   80,   19,    7,   21,    1,  161,    4,    1,    0,   80,   23,    1,  399,    4,    2,    5,   34,  274,   10, 5273,  659, 1818, 1112,   10,   34,  178,   10,    1,   76,   36,    7,   48,   32,   68,    0,    2,    1,   11,   14,    1,    0,   14,   19,    1,    4,    5,   18, 6961,   95,   11,   17,    3,    1,    9,   24,    8,    1,  134,   74,    2,   72,  802,  262,    4, 2005,  106,  105,   78,   33,  220, 1882,    2,    1,  532,   33,  105,    3,    0,    0,    2, 1314,    0,   48,   78,    5,  193,    5,    7,    3,    1,  213,    0,  216,   16, 1068,    3, 7345,   31,   34,   25,   53,   18,   11
7.12.20,  264,   31,   99,   13,  538,  122,    4,    3,   93,   21,  505,   72,   35,    5,  684,   35,    0,12506,   38,    4,   46,  179,    6,    1, 1291,    0, 1973,   10,   19,   14,   16,   12,    1,    3,    4,    2,  150,  520,  905,   86,   19,    9,   24,    1,  161,    4,    1,    0,   81,   27,    1,  446,    4,    2,    5,   34,  277,   10, 5774,  730, 2012, 1207,   10,   42,  187,   11,    1,  187,   37,    7,   52,   36,   86,    0,    2,    2,   15,   15,    1,    1,   15,   24,    1,    4,    5,   18, 7237,   97,   11,   22,    3,    1,    9,   24,    8,    1,  150,   80,    2,   81,  871,  278,    5, 2193,  268,  108,   84,   34,  233, 2012,    2,    1,  574,   36,  116,    3,    0,    0,    3, 1422,    0,   48,   78,    5,  193,    5,    7,    3,    1,  232,    0,  227,   18, 1089,    4, 7773,   34,   38,   28,  105,   18,   11
7.13.20,  266,   33,  106,   13,  596,  130,    4,    3,  100,   22,  544,   76,   35,    5,  743,   40,    0,13239,   46,    4,   46,  186,    6,    1, 1336,    0, 2121,   10,   20,   18,   16,   12,    1,    4,    5,    2,  156,  536,  982,   93,   19,    9,   25,    1,  186,    4,    1,    0,   84,   27,    1,  471,    4,    2,    5,   36,  292,   10, 6327,  780, 2215, 1307,   10,   45,  200,   12,    1,  187,   49,    7,   53,   39,   88,    1,    2,    3,   15,   16,    1,    1,   17,   25,    1,    4,    5,   18, 7722,  104,   12,   27,    3,    1,    9,   24,    8,    1,  154,   83,    3,   83,  925,  301,    8, 2377,  333,  113,   86,   36,  250, 2116,    2,    1,  594,   38,  128,    3,    0,    0,    3, 1515,    3,   51,   85,    5,  203,    5,   10,    3,    1,  251,    0,  242,   19, 1100,    4, 8134,   38,   42,   31,  112,   18,   12
7.14.20,  302,   35,  116,   13,  661,  138,    7,    4,  106,   24,  577,   82,   40,    5,  775,   40,    0,14539,   53,    4,   46,  195,    6,    1, 1381,    1, 2291,   10,   20,   21,   19,   13,    1,    6,    5,    2,  163,  603, 1055,  104,   19,    9,   36,    1,  186,    4,    1,    0,   88,   27,    1,  529,    5,    2,    5,   36,  310,   10, 6909,  834, 2394, 1402,   10,   51,  217,   12,    1,  187,   54,    7,   59,   42,   88,    1,    3,    3,   15,   18,    1,    1,   19,   26,    1,    5,    5,   18, 8558,  110,   12,   29,    3,    2,    9,   22,   16,    1,  164,   87,    3,   97,  991,  329,    8, 2552,  337,  125,   92,   37,  280, 2291,    2,    1,  634,   38,  141,    4,    1,    0,    3, 1689,    3,   54,   87,    5,  212,    5,   12,    4,    1,  271,    0,  256,   20, 1238,    4, 9034,   41,   45,   36,  117,   18,   13
7.15.20,  348,   39,  128,   14,  743,  149,    9,    5,  113,   30,  610,   88,   41,    5,  819,   49,    0,15772,   59,    4,   46,  207,    6,    1, 1498,    3, 2480,   10,   22,   24,   19,   13,    1,    6,    5,    2,  182,  631, 1114,  112,   19,    9,   43,    0,  277,    4,    1,    0,   90,   27,    1,  577,    5,    2,    6,   38,  328,   10, 7514,  921, 2593, 1489,   12,   56,  230,   12,    1,  187,   61,    9,   63,   45,  104,    1,    4,    3,   15,   19,    1,    1,   23,   29,    1,    5,    5,   20, 9137,  114,   12,   31,    3,    2,   10,   23,   16,    2,  170,   91,    3,  105, 1031,  351,    8, 2740,  348,  131,  100,   38,  301, 2447,    2,    1,  676,   41,  152,    4,    1,    0,    3, 1796,    3,   58,   96,    5,  239,    5,   13,    4,    1,  288,    0,  271,   20, 1323,    4, 9983,   45,   49,   36,  121,   18,   13
7.16.20,  367,   42,  140,   15,  805,  164,   12,    6,  121,   34,  649,   93,   48,    7,  861,   54,    0,17094,   63,    4,   60,  225,    6,    1, 1602,    3, 2695,   11,   23,   26,   19,   13,    1,    6,    5,    2,  194,  680, 1167,  124,   19,   10,   45,    0,  295,    4,    1,    0,   97,   27,    1,  631,    6,    2,    7,   40,  338,   10, 8202,  997, 2791, 1579,   13,   64,  250,   13,    1,  187,   69,   11,   69,   48,  106,    1,    6,    3,   32,   22,    1,    1,   33,   37,    1,    6,    5,   21, 9805,  121,   12,   35,    3,    2,   10,   24,   16,    2,  179,   99,    4,  114, 1031,  369,   10, 2938,  377,  142,  103,   39,  320, 2614,    2,    1,  721,   44,  165,    4,    1,    0,    3, 2012,    3,   61,   96,    5,  260,    6,   13,    4,    1,  309,    0,  289,   20, 1389,    5,10926,   49,   53,   43,  126,   18,   16
7.17.20,  401,   45,  145,   16,  871,  177,   14,    6,  128,   37,  700,   99,   53,   10,  926,   59,    0,18257,   67,    4,   60,  234,    6,    1, 2659,    4, 2954,   12,   23,   31,   19,   13,    1,    9,    6,    2,  195,  723, 1235,  135,   19,   10,   47,    0,  309,    4,    1,    0,   98,   32,    2,  670,    6,    2,    7,   41,  360,   10, 8873, 1081, 2974, 1673,   16,   72,  261,   13,    1,  187,   74,   12,   75,   50,  112,    1,    6,    6,   33,   23,    1,    1,   34,   41,    1,    6,    5,   22,10541,  130,   14,   36,    3,    2,   11,   25,   16,    2,  182,  104,    5,  122, 1127,  407,   11, 3122,  394,  149,  106,   40,  337, 2800,    2,    1,  758,   48,  175,    5,    1,    0,    3, 2147,    5,   65,   96,    6,  286,    6,   16,    4,    1,  327,    0,  300,   22, 1503,    5,11834,   53,   56,   45,  128,   85,   17
7.18.20,  418,   49,  156,   16,  913,  188,   18,    6,  136,   37,  734,  103,   53,   10,  983,   60,    0,19178,   69,    6,   60,  242,    8,    1, 2757,    5, 3182,   12,   23,   38,   23,   13,    1,    9,    6,    2,  224,  755, 1298,  150,   19,   10,   60,    0,  309,    4,    2,    0,  101,   33,    2,  676,    6,    2,    7,   41,  394,   11, 9416, 1140, 3162, 1748,   17,   81,  275,   14,    2,  187,   77,   13,   81,   53,  839,    1,    6,    6,   34,   24,    2,    1,   35,   41,    1,    6,    5,   24,11119,  135,   18,   41,    4,    2,   11,   23,   16,    2,  188,  112,    5,  132, 1173,  440,   12, 3321,  507,  155,  108,   41,  358, 2922,    3,    1,  798,   51,  184,    5,    1,    0,    3, 2291,    5,   65,  101,    7,  286,    6,   16,    5,    1,  344,    0,  323,   23, 1543,    6,12687,   57,   59,   51,  131,   96,   18
7.19.20,  435,   50,  166,   16,  953,  198,   19,    6,  141,   39,  771,  107,   53,   10, 1028,   63,    0,19894,   70,    6,   60,  246,    8,    1, 2815,    5, 3402,   12,   24,   46,   24,   13,    1,   10,    6,    2,  234,  786, 1349,  161,   19,   10,   64,    0,  309,    4,    2,    0,  102,   36,    2,  712,    6,    2,    7,   41,  403,   11,10097, 1267, 3371, 1838,   17,   89,  278,   14,    2,  187,   86,   14,   86,   54,  976,    1,    6,    6,   34,   24,    2,    1,   39,   45,    2,    6,    5,   26,11415,  139,   20,   45,    4,    3,   11,   23,   16,    2,  199,  120,    5,  142, 1204,  465,   14, 3510,  565,  161,  113,   44,  375, 3017,    3,    1,  837,   55,  195,    5,    1,    1,    3, 2376,    5,   65,  121,    8,  286,    6,   16,    5,    1,  360,    0,  331,   24, 1570,    6,13102,   61,   61,   54,  133,   96,   18
7.20.20,  439,   51,  175,   16, 1066,  207,   22,    6,  150,   41,  821,  111,   58,   10, 1095,   69,    0,20526,   78,    6,   60,  252,    8,    1, 2945,    5, 3595,   13,   24,   50,   24,   15,    1,   10,    6,    2,  246,  791, 1399,  170,   19,   12,   67,    0,  334,    4,    2,    1,  104,   41,    3,  729,    7,    2,    7,   41,  438,   11,10682, 1363, 3588, 1926,   17,   95,  291,   16,    2,  397,   90,   14,   90,   54,  976,    1,    7,    6,   34,   25,    2,    1,   42,   48,    2,    6,    5,   26,11716,  150,   20,   48,    5,    4,   11,   23,   16,    2,  211,  130,    5,  150, 1244,  496,   16, 3707,  569,  164,  115,   46,  387, 3102,    3,    1,  874,   58,  205,    6,    1,    2,    3, 2516,    7,   67,  121,    8,  306,    8,   20,    5,    1,  377,    0,  344,   25, 1582,    6,13593,   64,   65,   55,  135,  104,   19
7.21.20,  440,   55,  188,   17, 1183,  219,   24,    5,  163,   42,  862,  115,   58,   10, 1150,   78,    0,21893,   83,    6,   69,  258,    8,    1, 2989,    7, 3832,   13,   26,   52,   25,   16,    1,   11,    6,    2,  252,  839, 1446,  178,   19,   13,   77,    0,  322,    4,    2,    1,  109,   41,    5,  758,    8,    2,    7,   46,  491,   11,11332, 1444, 3817, 2007,   17,  105,  306,   16,    2,  397,  102,   15,   95,   58, 1018,    1,    7,    6,   34,   26,    2,    1,   45,   50,    2,    6,    6,   26,12631,  162,   23,   52,    5,    7,   11,   23,   25,    2,  215,  130,    5,  161, 1282,  528,   18, 3902,  571,  173,  121,   47,  423, 3255,    3,    1,  908,   62,  214,    6,    1,    3,    3, 2711,    7,   69,  121,    8,  313,    9,   22,    5,    1,  395,    0,  364,   26, 1692,    6,14689,   69,   69,   56,  144,  104,   19
7.22.20,  444,   58,  199,   20, 1281,  235,   29,    6,  172,   43,  904,  121,   61,   13, 1205,   82,    0,23177,   91,    6,   69,  263,   10,    1, 3034,    7, 4039,   13,   27,   55,   25,   18,    1,   15,    6,    4,  258,  891, 1487,  189,   19,   14,   85,    0,  329,    5,    3,    1,  112,   41,    8,  800,    8,    2,    7,   49,  509,   11,12461, 1583, 4036, 2099,   18,  110,  315,   18,    2,  397,  112,   15,  101,   63, 1050,    1,    9,    6,   34,   29,    2,    1,   49,   62,    2,    6,    7,   26,13421,  167,   27,   57,    5,    7,   13,   26,   25,    2,  223,  140,    5,  173, 1314,  549,   19, 4090,  577,  179,  126,   50,  450, 3420,    3,    1,  952,   65,  222,    6,    1,    4,    3, 3283,    7,   71,  136,    8,  334,    9,   23,    6,    2,  414,    0,  380,   27, 1771,    7,15884,   72,   73,   58,  146,  104,   19
7.23.20,  465,   61,  212,   20, 1395,  245,   35,    6,  178,   47,  954,  127,   65,   13, 1284,   88,    0,24488,   99,    6,   69,  269,   11,    1, 3150,    8, 4354,   13,   31,   64,   25,   21,    1,   16,    7,    4,  259,  912, 1527,  198,   19,   17,   94,    0,  339,    5,    3,    1,  120,   41,    9,  859,    9,    2,    7,   49,  514,   11,13201, 1700, 4257, 2179,   27,  122,  325,   20,    2,  397,  115,   16,  109,   67, 1150,    1,    9,    6,   35,   32,    2,    2,   50,   62,    2,    6,    7,   27,14139,  174,   28,   64,    5,    7,   14,   26,   25,    2,  243,  143,    5,  179, 1368,  578,   19, 7977,  605,  188,  129,   51,  475, 3567,    3,    1,  986,   66,  231,    6,    1,    4,    3, 3436,    7,   74,  136,   10,  343,   12,   26,    6,    2,  432,    0,  397,   27, 1824,    7,16998,   77,   78,   59,  149,  110,   21
7.24.20,  479,   66,  224,   22, 1500,  249,   41,    6,  187,   49,  989,  132,   70,   13, 1350,   94,    0,25644,  107,    7,   72,  273,   12,    1, 3226,    9, 4641,   14,   31,   71,   26,   21,    1,   20,    8,    4,  289,  941, 1565,  205,   19,   17,   97,    1,  349,    7,    4,    1,  130,   49,    9,  896,    9,    2,    8,   51,  564,   11,13958, 1789, 4472, 2269,   27,  128,  330,   22,    2,  397,  126,   16,  115,   71, 1150,    1,   12,    6,   35,   33,    2,    2,   56,   73,    2,    6,    7,   27,14876,  181,   31,   71,    5,    7,   15,   26,   25,    2,  255,  149,    5,  183, 1392,  619,   21, 8166,  613,  192,  136,   51,  499, 3720,    3,    1, 1023,   70,  241,    6,    1,    4,    3, 3686,    7,   77,  143,   10,  364,   14,   26,    6,    3,  449,    1,  418,   28, 1947,    7,18128,   80,   83,   62,  157,  112,   25
7.25.20,  502,   72,  234,   26, 1586,  257,   51,    7,  195,   50, 1027,  138,   74,   13, 1412,   94,    0,26855,  108,    7,   72,  279,   12,    1, 3332,   11, 4935,   14,   34,   82,   26,   26,    1,   20,    8,    4,  308,  980, 1605,  216,   19,   17,  106,    1,  349,    7,    4,    1,  134,   49,    9,  926,    9,    2,    8,   52,  601,   11,14660, 1838, 4667, 2341,   28,  137,  335,   24,    2,  397,  130,   16,  120,   75, 1188,    1,   13,    9,   35,   34,    2,    2,   58,   73,    2,    6,    7,   27,14876,  187,   31,   77,    5,    7,   16,   27,   25,    2,  266,  158,    5,  195, 1427,  644,   23, 8166,  631,  201,  140,   51,  514, 3866,    3,    1, 1054,   75,  241,    6,    1,    5,    3, 3998,    7,   77,  145,   10,  364,   14,   27,    7,    3,  465,    1,  437,   28, 2008,    7,19033,   85,   87,   67,  162,  115,   27
7.26.20,  513,   76,  243,   27, 1632,  262,   57,    7,  204,   53, 1081,  142,   74,   14, 1460,   94,    0,27410,  110,    7,   72,  284,   12,    1, 3424,   11, 4935,   14,   34,   88,   28,   29,    1,   22,    8,    4,  316,  988, 1653,  226,   19,   21,  120,    1,  349,    7,    4,    1,  134,   56,   10,  961,   10,    2,    8,   52,  619,   11,15371, 1905, 4883, 2419,   28,  150,  340,   26,    2,  397,  132,   17,  128,   79, 1216,    1,   17,   12,   36,   36,    2,    2,   65,   85,    3,    6,    7,   27,15911,  190,   31,   85,    5,    8,   16,   46,   25,    2,  268,  158,    5,  208, 1427,  663,   24, 8166,  666,  208,  141,   52,  536, 3943,    3,    1, 1084,   79,  257,    6,    1,    5,    3, 4112,    7,   77,  145,   10,  364,   14,   29,    7,    4,  482,    2,  452,   29, 2022,    7,19503,   90,   91,   68,  167,  115,   27
7.27.20,  523,   82,  251,   28, 1752,  268,   63,    8,  210,   54, 1118,  146,   75,   14, 1524,  108,    1,28024,  117,    7,   78,  295,   12,    1, 3499,   15, 5443,   17,   38,   99,   28,   32,    1,   24,    8,    4,  336, 1005, 1699,  234,   19,   23,  125,    1,  366,    7,    6,    1,  135,   56,   10,  988,   12,    2,    8,   53,  669,   11,16008, 1962, 5095, 2515,   28,  154,  345,   26,    2,  397,  137,   18,  136,   84, 1240,    1,   17,   12,   36,   40,    2,    2,   71,   85,    3,    6,    8,   27,16253,  203,   33,   88,    5,    8,   19,   28,   25,    2,  270,  164,    5,  217, 1447,  691,   26, 8741,  679,  213,  143,   52,  555, 4028,    3,    1, 1111,   82,  266,    6,    1,    5,    3, 4410,    8,   79,  148,   11,  367,   15,   31,    8,    4,  499,    2,  463,   30, 2029,    8,20580,   95,   95,   70,  171,  116,   29
7.28.20,  524,   86,  262,   34, 1872,  276,   72,    8,  217,   54, 1153,  151,   86,   14, 1597,  111,    1,28945,  125,    7,   78,  307,   12,    1, 3552,   16, 5740,   17,   38,  109,   30,   33,    1,   25,    8,    4,  354, 1057, 1738,  243,   19,   28,  136,    1,  380,    7,    6,    1,  141,   56,   11, 1009,   13,    2,    8,   53,  717,   11,16793, 2025, 5330, 2592,   28,  166,  356,   29,    2,  605,  151,   18,  143,   88, 1268,    1,   20,   12,   36,   43,    2,    3,   73,   89,    3,    6,    8,   27,17107,  208,   33,   99,    5,    8,   20,   32,   33,    2,  278,  169,    5,  226, 1470,  718,   28, 8935,  681,  219,  146,   54,  588, 4177,    3,    1, 1140,   86,  274,    6,    1,    6,    3, 4600,    8,   81,  153,   11,  369,   15,   31,    8,    4,  514,    2,  477,   32, 2148,    8,21878,   98,  100,   71,  172,  118,   33

